Sprache	1689
Farbe	1376
Schule	1373
Ende	998
Erde	953
Grenze	836
Kontrolle	734
Wochenende	712
Zelle	553
Sache	520
Hochschule	514
Wolle	492
Ecke	459
Stimme	437
Baumwolle	379
Strafe	368
Elbe	343
Spirale	319
Adresse	308
Pfarre	296
Kirche	296
Kirsche	286
Münze	275
Filiale	264
Pappe	261
Hüfte	253
Fähre	253
Achse	249
Palme	243
Buße	243
Krone	214
Schande	213
Quelle	209
Rebe	208
Himbeere	206
Perspektive	199
Ehre	186
Mühle	174
Brombeere	167
Mitte	160
Lokomotive	154
Stammzelle	140
Lakritze	139
Klette	128
Kehle	124
Lymphe	110
Heidelbeere	110
Bagatelle	110
Fachhochschule	109
Violine	105
Volkshochschule	91
Auge	89
Kutsche	86
Hitze	83
Johannisbeere	81
Leute	78
Rache	75
Preiselbeere	71
Fuhre	71
Traufe	70
Flamme	70
Kathedrale	63
Beere	57
Gallerte	50
Kunde	49
Kapelle	42
Delikatesse	42
Sülze	40
Muenze	37
Huefte	36
Birne	36
Spinnwebe	35
Kette	35
Einöde	28
Gefälle	22
Geleise	21
Treppe	20
Muehle	17
Glatze	17
Tuere	15
Krücke	14
Blesse	7
Fregatte	5
Parzelle	2
Nymphe	2
Asiate	2
Zeitgenosse	1
Vogelkunde	1
Vene	1
Stute	1
Kommune	1
Experte	1
Einoede	1
